DATAFLOW,LAST UPDATE,freq,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:TIPSHO20(1.0),04/04/23 11:00:00,A,INX_A_AVG,FR,2004,73.70,
ESTAT:TIPSHO20(1.0),04/04/23 11:00:00,A,INX_A_AVG,FR,2005,84.72,
ESTAT:TIPSHO20(1.0),04/04/23 11:00:00,A,INX_A_AVG,FR,2006,94.51,
ESTAT:TIPSHO20(1.0),04/04/23 11:00:00,A,INX_A_AVG,FR,2007,100.57,
ESTAT:TIPSHO20(1.0),04/04/23 11:00:00,A,INX_A_AVG,FR,2008,101.52,
ESTAT:TIPSHO20(1.0),04/04/23 11:00:00,A,INX_A_AVG,FR,2009,95.32,
ESTAT:TIPSHO20(1.0),04/04/23 11:00:00,A,INX_A_AVG,FR,2010,99.74,
ESTAT:TIPSHO20(1.0),04/04/23 11:00:00,A,INX_A_AVG,FR,2011,105.46,
ESTAT:TIPSHO20(1.0),04/04/23 11:00:00,A,INX_A_AVG,FR,2012,104.88,
ESTAT:TIPSHO20(1.0),04/04/23 11:00:00,A,INX_A_AVG,FR,2013,102.93,
